sale_date,product,category,region,quantity,amount,stock_quantity
2011-04-06,KI Adjustable-Height Table,Furniture,East,3,154.76,186
2011-04-06,Large Capacity Hanging Post Binders,Office Supplies,East,6,44.91,69
2011-04-06,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,East,2,116.78,207
2011-04-06,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,West,2,91.96,92
2011-04-06,Martin-Yale Premier Letter Opener,Office Supplies,East,1,10.3,2
2011-04-06,Xerox 211,Office Supplies,West,3,19.44,147
2011-04-06,Xerox 194,Office Supplies,West,1,55.48,186
2011-04-06,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,West,7,33.11,163
2011-04-07,"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,South,2,8.96,146
2011-04-07,RCA Visys Integrated PBX 8-Line Router,Technology,South,3,200.97,89
2011-04-07,Xerox 226,Office Supplies,South,9,58.32,194
2011-04-07,AT&T TR1909W,Technology,South,5,629.95,146
2011-04-07,Xerox 1945,Office Supplies,South,3,122.97,147
2011-04-08,Binder Clips by OIC,Office Supplies,West,2,2.37,95
2011-04-08,Riverside Furniture Stanwyck Manor Table Series,Furniture,East,1,172.11,198
2011-04-08,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,West,8,49.79,51
2011-04-08,Things To Do Today Spiral Book,Office Supplies,West,3,19.01,232
2011-04-08,Logitech Wireless Headset h800,Technology,West,4,399.96,160
2011-04-08,Bevis 36 x 72 Conference Tables,Furniture,West,1,99.59,167
2011-04-08,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,South,8,1215.92,127
2011-04-11,Xerox 224,Office Supplies,South,2,10.37,38
2011-04-11,Eldon Simplefile Box Office,Office Supplies,West,7,87.08,81
2011-04-11,AT&T SB67148 SynJ,Technology,West,2,105.58,103
2011-04-11,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,West,6,217.44,128
2011-04-11,Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,Central,6,758.35,10
2011-04-11,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,South,7,335.94,219
2011-04-11,Logitech Wireless Gaming Headset G930,Technology,South,3,383.98,184
2011-04-11,"Acco Banker's Clasps, 5 3/4'-Long",Office Supplies,South,3,6.91,216
2011-04-11,GBC Personal VeloBind Strips,Office Supplies,West,1,9.58,177
2011-04-12,AT&T 1080 Corded phone,Technology,West,4,438.37,150
2011-04-12,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,West,7,18.09,158
2011-04-12,Prismacolor Color Pencil Set,Office Supplies,West,2,39.68,221
2011-04-12,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,West,3,308.5,41
2011-04-12,Xerox 213,Office Supplies,Central,5,32.4,98
2011-04-12,Pyle PMP37LED,Technology,West,14,1075.09,6
2011-04-13,Avery 479,Office Supplies,East,3,7.83,143
2011-04-13,Newell 314,Office Supplies,East,4,17.86,89
2011-04-13,"Square Credit Card Reader, 4 1/2' x 4 1/2' x 1', White",Technology,East,12,71.93,111
2011-04-13,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,East,10,509.97,248
2011-04-13,Staples,Office Supplies,East,13,30.99,243
2011-04-15,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,West,2,106.96,59
2011-04-15,Howard Miller 13' Diameter Goldtone Round Wall Clock,Furniture,West,4,187.76,112
2011-04-16,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,South,6,39.07,1
2011-04-18,Prang Dustless Chalk Sticks,Office Supplies,Central,2,2.69,128
2011-04-18,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Central,3,317.06,47
2011-04-18,Cameo Buff Policy Envelopes,Office Supplies,Central,3,149.35,139
2011-04-18,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,Central,3,227.98,196
2011-04-18,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Technology,West,4,287.97,36
2011-04-18,Newell 351,Office Supplies,West,4,13.12,159
2011-04-18,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,West,5,10.75,246
2011-04-18,"Advantus Push Pins, Aluminum Head",Office Supplies,West,2,11.62,8
2011-04-19,Executive Impressions 13' Chairman Wall Clock,Furniture,West,3,76.14,232
2011-04-19,GBC Durable Plastic Covers,Office Supplies,South,3,58.05,98
2011-04-19,Xerox 232,Office Supplies,South,11,71.28,146
2011-04-20,"Personal Folder Holder, Ebony",Office Supplies,Central,5,44.84,47
2011-04-20,Riverside Furniture Stanwyck Manor Table Series,Furniture,Central,2,401.59,207
2011-04-20,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,West,4,59.92,130
2011-04-20,Bush Advantage Collection Round Conference Table,Furniture,Central,5,744.1,147
2011-04-21,"SAFCO Commercial Wire Shelving, Black",Office Supplies,South,6,828.84,151
2011-04-21,ACCOHIDE Binder by Acco,Office Supplies,West,5,16.52,53
2011-04-22,Staples,Office Supplies,East,8,247.84,119
2011-04-22,"ACCOHIDE 3-Ring Binder, Blue, 1'",Office Supplies,East,3,9.91,160
2011-04-23,Xerox 1891,Office Supplies,West,1,48.91,151
2011-04-23,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,East,3,2.5,115
2011-04-23,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,East,2,281.37,74
2011-04-23,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,East,2,281.37,112
2011-04-23,Zipper Ring Binder Pockets,Office Supplies,East,8,7.49,199
2011-04-23,G.E. Halogen Desk Lamp Bulbs,Furniture,East,4,22.34,163
2011-04-25,Xerox 1985,Office Supplies,Central,2,10.37,165
2011-04-25,12 Colored Short Pencils,Office Supplies,Central,3,6.24,103
2011-04-25,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36' x 48'",Furniture,West,5,303.25,83
2011-04-25,AT&T CL2909,Technology,South,3,302.38,226
2011-04-25,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,West,3,270.72,111
2011-04-25,GuestStacker Chair with Chrome Finish Legs,Furniture,West,5,1487.04,216
2011-04-26,Newell 347,Office Supplies,West,5,21.4,98
2011-04-26,"Acco Pressboard Covers with Storage Hooks, 14 7/8' x 11', Executive Red",Office Supplies,West,6,18.29,152
2011-04-26,Avery 495,Office Supplies,West,2,12.6,92
2011-04-26,Bevis Steel Folding Chairs,Furniture,West,3,230.28,145
2011-04-28,X-Rack File for Hanging Folders,Office Supplies,East,3,27.1,127
2011-04-28,Logitech G600 MMO Gaming Mouse,Technology,East,2,159.98,109
2011-04-28,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,East,2,177.57,81
2011-04-28,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6' Capacity",Office Supplies,East,2,20.86,193
2011-04-28,Samsung Galaxy Mega 6.3,Technology,West,5,1679.96,53
2011-04-28,Recycled Steel Personal File for Standard File Folders,Office Supplies,East,9,497.61,162
2011-04-28,Blackstonian Pencils,Office Supplies,East,2,5.34,207
2011-04-28,Avery 488,Office Supplies,East,1,3.15,188
2011-04-28,Avery File Folder Labels,Office Supplies,East,3,6.91,168
2011-04-29,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,South,5,99.92,227
2011-04-29,Square Credit Card Reader,Technology,East,2,19.98,160
2011-04-29,Dax Clear Box Frame,Furniture,East,2,17.46,67
2011-04-29,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,South,3,17.94,32
2011-04-29,Global Leather Executive Chair,Furniture,South,2,561.58,141
2011-04-29,"Global Stack Chair without Arms, Black",Furniture,South,2,51.96,20
2011-04-30,Maxell 4.7GB DVD-RW 3/Pack,Technology,South,3,47.79,47
2011-04-30,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,South,5,174.95,147
2011-04-30,Economy Rollaway Files,Office Supplies,South,5,826.0,247
2011-05-02,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,East,3,26.14,127
2011-05-02,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,South,2,479.98,135
2011-05-03,Avery 481,Office Supplies,Central,7,21.56,134
2011-05-03,Avery Durable Plastic 1' Binders,Office Supplies,East,3,10.9,194
2011-05-03,GBC Poly Designer Binding Covers,Office Supplies,East,3,40.18,144
2011-05-04,DAX Wood Document Frame,Furniture,East,2,27.46,127
2011-05-04,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Central,2,37.84,32
2011-05-04,OIC Thumb-Tacks,Office Supplies,Central,6,5.47,175
2011-05-04,Holmes Odor Grabber,Office Supplies,West,4,57.68,203
2011-05-04,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,West,7,12.18,186
2011-05-04,Fellowes Binding Cases,Office Supplies,Central,4,46.8,114
2011-05-05,Storex Dura Pro Binders,Office Supplies,South,2,11.88,213
2011-05-05,Staples,Office Supplies,South,1,35.44,118
2011-05-05,Eldon Portable Mobile Manager,Office Supplies,Central,2,45.25,21
2011-05-05,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Central,3,127.87,237
2011-05-05,Xerox 1933,Office Supplies,South,2,24.56,157
2011-05-05,Newell 350,Office Supplies,South,2,6.56,37
2011-05-05,Adams 'While You Were Out' Message Pads,Office Supplies,South,3,9.42,229
2011-05-06,Staples,Office Supplies,West,2,5.78,108
2011-05-06,Wilson Jones Legal Size Ring Binders,Office Supplies,West,8,140.74,50
2011-05-06,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,West,6,107.94,181
2011-05-07,Balt Split Level Computer Training Table,Furniture,East,2,194.25,7
2011-05-07,Newell 335,Office Supplies,East,3,8.64,26
2011-05-07,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8' X 11'",Office Supplies,East,3,16.14,26
2011-05-07,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,East,4,872.32,225
2011-05-08,Hewlett Packard LaserJet 3310 Copier,Technology,East,5,1799.97,20
2011-05-09,Fellowes Super Stor/Drawer,Office Supplies,South,3,83.25,29
2011-05-09,Avery 506,Office Supplies,South,5,20.65,96
2011-05-09,Avery 518,Office Supplies,South,3,9.45,27
2011-05-09,Kingston Digital DataTraveler 32GB USB 2.0,Technology,West,4,67.8,110
2011-05-09,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,South,7,45.36,191
2011-05-09,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,West,3,167.97,224
2011-05-10,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,West,5,43.6,196
2011-05-10,"Strathmore #10 Envelopes, Ultimate White",Office Supplies,West,3,158.13,60
2011-05-10,Acme Design Stainless Steel Bent Scissors,Office Supplies,West,6,41.04,47
2011-05-10,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,East,5,22.32,146
2011-05-10,Hon Pagoda Stacking Chairs,Furniture,West,1,256.78,3
2011-05-10,Wilson Electronics DB Pro Signal Booster,Technology,West,5,1432.0,34
2011-05-10,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,West,2,39.96,191
2011-05-10,Bestar Classic Bookcase,Furniture,East,7,349.96,48
2011-05-11,Hon Multipurpose Stacking Arm Chairs,Furniture,Central,8,1212.96,16
2011-05-11,Logitech ClearChat Comfort/USB Headset H390,Technology,Central,2,46.86,171
2011-05-11,Staples,Office Supplies,East,3,35.91,219
2011-05-11,Avery Arch Ring Binders,Office Supplies,Central,9,104.58,157
2011-05-11,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Technology,Central,1,100.79,220
2011-05-11,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Central,4,66.11,45
2011-05-11,Black Print Carbonless 8 1/2' x 8 1/4' Rapid Memo Book,Office Supplies,Central,3,17.47,116
2011-05-11,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Central,2,58.11,5
2011-05-12,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,East,3,700.06,98
2011-05-12,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Central,7,34.79,123
2011-05-13,EcoTones Memo Sheets,Office Supplies,West,2,8.0,232
2011-05-13,Staples,Office Supplies,South,2,7.1,36
2011-05-13,Fellowes Super Stor/Drawer,Office Supplies,West,2,55.5,23
2011-05-13,Plantronics Audio 478 Stereo USB Headset,Technology,West,3,149.97,92
2011-05-13,GBC DocuBind P100 Manual Binding Machine,Office Supplies,South,8,398.35,240
2011-05-13,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,West,6,279.46,45
2011-05-14,Electrix Halogen Magnifier Lamp,Furniture,South,2,310.88,180
2011-05-16,Imation Clip USB flash drive - 8 GB,Technology,West,3,56.4,94
2011-05-16,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,West,5,232.88,98
2011-05-17,Surelock Post Binders,Office Supplies,Central,3,91.68,187
2011-05-18,Xerox 1949,Office Supplies,Central,1,3.98,224
2011-05-18,Xerox 1949,Office Supplies,East,4,15.94,115
2011-05-18,Deflect-o Glass Clear Studded Chair Mats,Furniture,East,3,149.23,190
2011-05-18,Apple iPhone 5,Technology,East,2,779.8,212
2011-05-19,Acme Design Stainless Steel Bent Scissors,Office Supplies,South,5,34.2,159
2011-05-19,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Central,9,57.42,214
2011-05-20,24-Hour Round Wall Clock,Furniture,East,7,139.86,160
2011-05-20,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,East,9,38.52,66
2011-05-20,Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,East,4,33.28,127
2011-05-20,Xerox 213,Office Supplies,Central,2,10.37,17
2011-05-20,Rogers Profile Extra Capacity Storage Tub,Office Supplies,Central,5,66.96,24
2011-05-20,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Central,2,20.78,233
2011-05-20,Contemporary Borderless Frame,Furniture,Central,3,10.33,222
2011-05-21,Ibico Plastic Spiral Binding Combs,Office Supplies,Central,3,18.24,53
2011-05-21,4009 Highlighters by Sanford,Office Supplies,West,8,31.84,57
2011-05-21,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,South,7,2715.93,66
2011-05-21,GBC ProClick Punch Binding System,Office Supplies,East,7,447.86,103
2011-05-21,Plantronics Voyager Pro Legend,Technology,South,3,617.97,173
2011-05-21,Xerox 1992,Office Supplies,East,3,17.94,23
2011-05-21,"Adams Telephone Message Books, 5 1/4 x 11",Office Supplies,Central,1,4.83,113
2011-05-21,Belkin 8 Outlet Surge Protector,Office Supplies,East,6,245.88,31
2011-05-21,Global Deluxe Steno Chair,Furniture,Central,2,107.77,174
2011-05-21,Staples,Office Supplies,Central,6,56.06,85
2011-05-22,Plantronics Encore H101 Dual Earpieces Headset,Technology,South,1,44.95,150
2011-05-22,Nortel Networks T7316 E Nt8 B27,Technology,South,2,135.98,193
2011-05-23,Letter Slitter,Office Supplies,East,2,5.04,126
2011-05-23,Newell 317,Office Supplies,East,9,21.17,154
2011-05-23,Avery Non-Stick Binders,Office Supplies,East,5,17.96,233
2011-05-23,Angle-D Ring Binders,Office Supplies,East,2,3.28,129
2011-05-23,Xerox 1999,Office Supplies,West,2,12.96,217
2011-05-23,1.7 Cubic Foot Compact 'Cube' Office Refrigerators,Office Supplies,East,1,208.16,16
2011-05-23,Motorola L804,Technology,East,2,55.19,103
2011-05-24,Xerox 1944,Office Supplies,East,3,116.28,160
2011-05-25,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Central,2,29.32,136
2011-05-25,Strathmore Photo Frame Cards,Office Supplies,East,2,14.62,42
2011-05-25,Harmony Air Purifier,Office Supplies,Central,2,75.6,245
2011-05-26,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Central,3,13.39,175
2011-05-26,Hon Olson Stacker Stools,Furniture,West,2,225.3,38
2011-05-26,netTALK DUO VoIP Telephone Service,Technology,West,2,83.98,220
2011-05-26,VTech DS6151,Technology,West,2,201.58,169
2011-05-26,Sauder Inglewood Library Bookcases,Furniture,West,2,290.67,246
2011-05-26,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Central,2,359.77,25
2011-05-26,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Central,3,102.62,98
2011-05-26,"Wirebound Service Call Books, 5 1/2' x 4'",Office Supplies,West,5,48.4,49
2011-05-27,Fellowes Officeware Wire Shelving,Office Supplies,West,4,359.32,152
2011-05-27,Plantronics HL10 Handset Lifter,Technology,West,12,1113.5,151
2011-05-27,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,West,1,99.99,12
2011-05-27,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Central,6,17.46,59
2011-05-27,KI Conference Tables,Furniture,West,10,567.12,249
2011-05-28,Imation 30456 USB Flash Drive 8GB,Technology,West,4,27.6,134
2011-05-28,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,West,6,57.41,56
2011-05-28,Green Canvas Binder for 8-1/2' x 14' Sheets,Office Supplies,West,4,136.96,35
2011-05-30,Xerox 1948,Office Supplies,East,4,39.96,172
2011-05-30,"Ampad Poly Cover Wirebound Steno Book, 6' x 9' Assorted Colors, Gregg Ruled",Office Supplies,South,3,13.62,19
2011-05-30,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,East,3,235.95,64
2011-05-30,Geemarc AmpliPOWER60,Technology,East,5,464.0,7
2011-05-30,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Technology,Central,3,719.98,237
2011-05-30,Chromcraft Rectangular Conference Tables,Furniture,Central,3,355.46,143
2011-05-30,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2' x 11'",Office Supplies,East,2,25.58,141
2011-05-30,Wilson Jones Legal Size Ring Binders,Office Supplies,East,4,70.37,203
2011-05-31,Samsung Galaxy Note 3,Technology,South,3,659.97,114
2011-05-31,Grandstream GXP1160 VoIP phone,Technology,South,3,113.73,214
2011-06-01,Safco Steel Mobile File Cart,Office Supplies,Central,2,166.72,142
2011-06-01,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,East,6,289.2,91
2011-06-01,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Central,6,47.88,97
2011-06-01,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Central,5,1503.25,65
2011-06-01,Xerox 205,Office Supplies,Central,4,25.92,31
2011-06-01,Global Deluxe High-Back Manager's Chair,Furniture,Central,7,2001.86,214
2011-06-01,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Central,4,138.56,190
2011-06-01,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Central,5,65.52,85
2011-06-01,3M Hangers With Command Adhesive,Furniture,South,6,22.2,50
2011-06-01,Adtran 1202752G1,Technology,South,7,881.93,152
2011-06-01,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,East,3,45.48,185
2011-06-02,Aluminum Document Frame,Furniture,West,6,73.32,62
2011-06-02,GBC Standard Therm-A-Bind Covers,Office Supplies,West,3,59.81,189
2011-06-02,"Hot File 7-Pocket, Floor Stand",Office Supplies,South,2,356.94,124
2011-06-02,Mophie Juice Pack Helium for iPhone,Technology,South,3,239.97,149
2011-06-02,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,South,2,8.56,57
2011-06-03,"Contract Clock, 14', Brown",Furniture,Central,7,61.54,57
2011-06-03,Recycled Steel Personal File for Standard File Folders,Office Supplies,Central,3,132.7,85
2011-06-03,KI Adjustable-Height Table,Furniture,West,6,515.88,48
2011-06-03,Avery 513,Office Supplies,Central,4,15.94,179
2011-06-03,Security-Tint Envelopes,Office Supplies,Central,2,15.28,169
2011-06-04,Staples,Office Supplies,East,2,16.22,69
2011-06-04,Seth Thomas 14' Day/Date Wall Clock,Furniture,East,2,56.96,14
2011-06-04,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,East,4,15.56,53
2011-06-04,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,East,2,353.57,234
2011-06-04,G.E. Halogen Desk Lamp Bulbs,Furniture,East,2,13.96,187
2011-06-06,Xerox 1944,Office Supplies,South,2,62.02,100
